"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"1253",1950,745672,14009,3000,"ARCADE","NY","Northeast","Middle Atlantic",3,2,4,11,2,4,45000,11.3025,24,21,26,23,18,22,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1176.07,1457.16,11668,470,0.0500212857,"Rural",31748,12802,7025,14260,13381,1825,2749,439.55,51.83,0.9747385662,0.0045987149,0.0040632481,0.0041262442,0.0211685674,0.0124199344,0.7436373945,745672.00000005,-5.02914190292358e-08,"LOW"
"1254",1951,764302,44320,4514,"AKRON","OH","Midwest","East North Central",1,4,3,8,2,4,48000,11.72,493,825,243,533,931,326,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,550.26,866.03,10952,444,0.1561181435,"Suburban",201799,84281,62797,66546,59619,12094,22821,81,58.65,0.6520646782,0.2850113231,0.0025916878,0.0236126046,0.0189129222,0.0111531662,0.1123741941,690113.380445615,74188.6195543853,"HIGH"
"1255",1952,960775,44306,6000,"AKRON","OH","Midwest","East North Central",2,1,5,8,1,5,51000,13.016,314,601,265,398,721,280,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,496.46,572.32,16767,622,0.0718493705,"Suburban",149125,61034,48489,46741,41735,8155,17379,55.05,53.44,0.6837015926,0.2549002515,0.0029572506,0.0209555742,0.0202346233,0.0119933152,0.1272623638,996643.419743912,-35868.4197439118,"LOW"
"1256",1953,799421,44601,3575,"ALLIANCE","OH","Midwest","East North Central",10,2,11,7,1,5,45000,10.938,146,262,73,261,431,149,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,365.4,239.91,12884,475,0.0935960591,"Emerging suburban",39426,15663,9482,15777,14529,3044,4152,76.21,36.92,0.8995840308,0.064830315,0.0013442906,0.0053264343,0.0211964502,0.0124497223,0.5152691118,813062.16006009,-13641.1600600897,"LOW"
"1257",1954,589946,44805,4200,"ASHLAND","OH","Midwest","East North Central",1,0,5,3,3,4,41000,10.8775,32,50,21,40,80,26,"No","Greater than 10","No",0,0,0,0,0,0,0,0,399.99,920.45,10419,413,0.0645514223,"Emerging suburban",26395,10446,6663,10959,10410,1579,2494,91.34,37.3,0.9629475279,0.0117067626,0.0017427543,0.0089032014,0.0178058587,0.0112004595,0.8713771548,665176.160692763,-75230.1606927629,"LOW"
"1258",1955,839316,44004,5400,"ASHTABULA","OH","Midwest","East North Central",2,1,9,5,1,5,45000,11.326,163,371,112,181,304,117,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,747.62,479.36,14647,582,0.0716925351,"Emerging suburban",33028,13733,6738,12903,10990,2421,4366,62.4,38.9,0.8686266198,0.0613418917,0.0036332809,0.0039663316,0.0217723731,0.0116507682,0.6258023495,839315.999999987,1.26892700791359e-08,"HIGH"
"1259",1956,950061,43912,5400,"BRIDGEPORT","OH","Midwest","East North Central",5,1,6,10,1,3,46000,11.016666667,122,48,36,117,50,35,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,627.91,455.74,12023,524,0.0914804469,"Emerging suburban",40886,18332,11103,15136,14072,3243,4926,43.37,31.45,0.9127818813,0.0528298195,0.0018832852,0.0067749352,0.0129827624,0.0064368318,0.5289585677,922946.419347925,27114.5806520745,"HIGH"
"1260",1958,1289819,44708,4060,"CANTON","OH","Midwest","East North Central",4,1,6,9,1,5,50000,10.868,296,367,216,306,451,215,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,758.14,1459.55,14567,605,0.0506912442,"Suburban",155208,66764,38962,59047,52752,11021,17283,97.4,44.8,0.8177413535,0.132583372,0.0035822896,0.0066298129,0.0189772932,0.0098406327,0.1523375084,1101735.08906599,188083.910934007,"HIGH"
"1261",1959,664903,44709,4450,"CANTON","OH","Midwest","East North Central",4,2,5,10,1,4,42000,11.7925,282,648,222,267,571,195,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,588.08,428.49,12402,501,0.0575531304,"Suburban",151427,64509,37263,59274,53170,10520,16485,75.33,45.67,0.8149009093,0.1349429098,0.0035858863,0.0078783836,0.0191136121,0.0096265637,0.1649705799,923158.26301889,-258255.26301889,"LOW"
"1262",1960,765750,45205,3500,"CINCINNATI","OH","Midwest","East North Central",4,1,6,10,3,4,44000,11.355,579,697,912,640,839,599,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","No",0,0,0,0,0,0,0,0,1216.71,573.88,11812,330,0.0467223559,"Urban",159507,66440,57952,47352,41223,7873,14914,35.88,58.16,0.6688734664,0.2732858119,0.0029653871,0.0151905559,0.0215984347,0.0144340759,0.1448651156,728718.838810535,37031.1611894652,"HIGH"
"1263",1961,803483,45219,3920,"CINCINNATI","OH","Midwest","East North Central",5,1,4,12,1,4,44000,12.1475,497,369,417,633,576,360,"No","Greater than 10","No",0,0,0,0,0,0,0,0,864.25,1066,12205,338,0.0374100719,"Urban",194423,86184,85323,47995,40385,9113,19846,43.41,62.9,0.611167403,0.3280836115,0.0026128596,0.0212629164,0.0166620254,0.0119975866,0.1257670132,784315.682384008,19167.3176159924,"HIGH"
"1264",1962,721433,45245,6252,"CINCINNATI","OH","Midwest","East North Central",1,0,3,5,1,3,42000,11.026666667,44,106,45,54,105,44,"Yes","Greater than 10","No",0,0,0,1,0,0,0,0,620.58,594.95,12728,374,0.0420555493,"Suburban",107340,42344,19648,51306,48940,4687,9515,80.47,45.69,0.9438978945,0.016051798,0.0019657164,0.0164803428,0.0203098432,0.0093283582,0.314300354,712565.384156608,8867.61584339151,"HIGH"
"1265",1964,902058,45239,4500,"CINCINNATI","OH","Midwest","East North Central",2,1,6,11,1,4,49000,11.1375,172,204,122,158,256,147,"No","Greater than 10","Yes",0,0,1,0,0,0,0,0,904.94,600.2,14644,388,0.0626412657,"Suburban",138172,56257,37606,53129,48974,8336,10867,64.93,66.57,0.6484743653,0.3060171381,0.0018672379,0.0107691862,0.0225038662,0.013260572,0.1946848855,845443.902410974,56614.097589026,"HIGH"
"1266",1966,718932,44105,3500,"CLEVELAND","OH","Midwest","East North Central",3,3,8,4,4,4,43000,12.145,515,414,321,546,487,265,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,858.33,534.23,14291,475,0.0658715851,"Urban",189078,78698,73562,44388,36442,10452,21415,54.85,76.55,0.36604999,0.5632543183,0.0028824083,0.0153164303,0.0226308165,0.0180944878,0.0897407419,909092.563709844,-190160.563709844,"LOW"
"1267",1967,1033192,44127,3920,"CLEVELAND","OH","Midwest","East North Central",3,1,2,10,1,5,47000,11.184,483,400,303,498,442,250,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,745.39,692.36,11584,689,0.8948051948,"Urban",248543,103312,97298,56162,45102,13147,29322,60.51,77.79,0.3660050776,0.5321775306,0.003641221,0.0175583299,0.0234435496,0.0196201796,0.0656747525,1070762.70142202,-37570.7014220168,"LOW"
"1268",1968,764881,44113,3008,"CLEVELAND","OH","Midwest","East North Central",2,1,4,5,3,4,43000,11.9375,460,289,341,501,353,494,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,620.98,410.81,10918,410,0.061961614,"Urban",230283,98977,87829,56192,46205,10593,27510,44.52,66.97,0.5265607969,0.3445325968,0.0043772228,0.0224376094,0.0211261202,0.0177718056,0.0773830461,807333.715178799,-42452.7151787995,"LOW"
"1269",1970,1100174,44104,3600,"CLEVELAND","OH","Midwest","East North Central",3,1,3,9,0,5,49000,11.626,585,371,339,622,443,287,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,731.27,699.44,13162,594,0.1396989652,"Urban",204481,86740,81455,49070,39852,11106,21620,40.53,87.58,0.2863640143,0.6477912373,0.0020148571,0.0344041745,0.0204403966,0.0157366843,0.1112817328,1071413.7132396,28760.2867603991,"HIGH"
"1270",1971,972172,44129,5250,"CLEVELAND","OH","Midwest","East North Central",0,1,4,3,1,4,49000,11.4325,166,171,160,188,183,148,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,679.87,652.63,11434,480,0.131615026,"Urban",224831,95857,64634,79426,72415,14783,24077,62.64,49.14,0.7888680831,0.1096556969,0.0032602266,0.0196992408,0.0202697769,0.0125603764,0.0957029947,899930.98361649,72241.0163835101,"HIGH"
"1271",1972,1235138,44112,7356,"CLEVELAND","OH","Midwest","East North Central",0,2,3,6,2,6,50000,11.29,453,226,242,455,201,229,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,647.92,861.22,12298,548,0.1949484169,"Urban",159829,72272,57032,45892,39481,10715,17628,37.39,82.44,0.3360403932,0.6222337623,0.0018957761,0.0150786153,0.0176831968,0.0103912995,0.1407128869,1047444.20651979,187693.793480209,"HIGH"
"1272",1973,1358950,43213,4500,"COLUMBUS","OH","Midwest","East North Central",3,2,8,8,0,5,60000,11.888,245,341,200,278,441,260,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,1,703.69,463.18,14701,585,0.0855013154,"Suburban",220843,91956,63381,73570,63827,10097,27267,72.9,74.87,0.5245264736,0.392206228,0.0027802557,0.0178724252,0.020836052,0.0129735961,0.1154304189,1223457.58946162,135492.410538376,"HIGH"
"1273",1979,777980,45315,5000,"CLAYTON","OH","Midwest","East North Central",4,2,5,7,2,4,42000,11.365,53,85,48,53,90,53,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,558.71,788.23,9898,376,0.1612349914,"Emerging suburban",64999,26980,14762,27340,25290,4553,6569,92.51,64.45,0.667917968,0.2932660502,0.0019692611,0.0100001538,0.0171979244,0.0088584136,0.4076524254,740795.082262945,37184.9177370549,"HIGH"
"1274",1980,665237,45417,6000,"DAYTON","OH","Midwest","East North Central",1,4,2,10,1,4,48000,11.22,375,530,230,387,565,256,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,379.16,587.3,10531,366,0.112788906,"Suburban",84437,35025,32622,19042,15289,5409,11040,56.03,86.39,0.2616033256,0.6980233784,0.0028423558,0.0037661215,0.0210135617,0.015503212,0.2028139323,733903.395276121,-68666.3952761213,"LOW"
"1275",1982,647066,45449,4500,"DAYTON","OH","Midwest","East North Central",3,2,7,5,4,5,69000,11.566,125,214,128,130,243,150,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,714.87,548.72,11348,475,0.0453503914,"Suburban",98109,43055,22077,41258,38228,6440,10695,54.15,50.65,0.8333486225,0.1065855324,0.0021812474,0.0282848668,0.0136337243,0.0062710487,0.3179728669,901746.034497374,-254680.034497374,"LOW"
"1276",1984,1173883,44663,5000,"NEW PHILADELPHIA","OH","Midwest","East North Central",0,1,4,6,2,5,49000,12.164,84,348,66,121,543,96,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1041.56,835.52,14071,559,0.1068833652,"Emerging suburban",37688,15656,7721,16914,15814,2206,4104,80.87,35.65,0.9466673742,0.0101889195,0.0041657822,0.0048025897,0.0196090956,0.0090700051,0.6188176608,1173883,1.86264514923096e-09,"HIGH"
"1277",1985,961173,44035,3982,"ELYRIA","OH","Midwest","East North Central",2,3,4,9,0,6,52000,12.383333333,126,179,64,124,182,67,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,628.21,530.91,12563,560,0.0817279626,"Suburban",97507,39387,22556,41272,38062,5442,9192,68.75,47.15,0.8444316818,0.098105777,0.0027792876,0.00981468,0.0183563105,0.0097747988,0.2473360887,1095433.98225617,-134260.982256168,"LOW"
"1278",1987,610108,43420,4000,"FREMONT","OH","Midwest","East North Central",2,0,3,4,1,3,43000,10.926666667,41,100,37,39,74,35,"Yes","Greater than 10","Yes",0,0,1,0,0,1,0,0,617.74,457.52,8550,428,0.0780309936,"Emerging suburban",26681,10928,5595,11376,10476,1447,2862,85.74,44.4,0.8521794535,0.0587309321,0.0023612308,0.0036355459,0.020772328,0.0113469985,0.8518421349,709961.991069762,-99853.9910697616,"LOW"
"1279",1988,763665,45015,4769,"HAMILTON","OH","Midwest","East North Central",5,5,8,6,1,3,44000,11.676666667,333,446,200,353,466,248,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,808.62,487.07,14413,309,0.0296915538,"Suburban",148399,56379,34361,59287,53888,7388,15465,71.47,55.62,0.7963935067,0.1219886926,0.0023585065,0.0220958362,0.0263928058,0.0153958034,0.1718744735,738153.970226525,25511.0297734755,"HIGH"
"1280",1989,554527,43056,3600,"HEATH","OH","Midwest","East North Central",5,3,4,10,2,3,40000,12.563333333,84,107,53,113,143,70,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,2781.09,1460.48,9601,342,0.0500952102,"Emerging suburban",63611,26258,13580,26146,24337,4177,6958,73.97,37.56,0.9337064344,0.0295231957,0.0032384336,0.0054550314,0.021403001,0.0105110823,0.3569665624,554527.000000019,-1.86264514923096e-08,"LOW"
"1281",1990,1076742,45424,4700,"HUBER HEIGHTS","OH","Midwest","East North Central",2,0,5,7,2,5,50000,12.486,57,103,52,72,153,64,"Yes","Greater than 10","Yes",0,0,1,0,0,0,0,0,661.21,534.7,14755,667,0.0614916567,"Emerging suburban",85160,33880,18692,37593,34137,4013,7830,83.25,48.66,0.8376585251,0.0962541099,0.0028182245,0.0206669798,0.0224321133,0.0123671783,0.3008454674,1076742.00000003,-2.63098627328873e-08,"LOW"
"1282",1991,919107,43130,5180,"LANCASTER","OH","Midwest","East North Central",1,3,7,7,3,4,45000,11.27,108,178,72,127,304,83,"Yes","Greater than 10","No",1,0,0,0,0,0,0,0,351.13,770.8,10710,488,0.1481031866,"Emerging suburban",48150,19544,10010,19699,18276,2712,6143,65.95,34.81,0.9592523364,0.0117133956,0.0025752856,0.0046521288,0.0210806386,0.0109496521,0.4556386293,844839.451534346,74267.548465654,"HIGH"
"1283",1994,925539,44906,5000,"MANSFIELD","OH","Midwest","East North Central",0,2,6,3,2,4,45000,11.38,70,136,51,104,180,66,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,672.33,1126.06,12039,532,0.0524344569,"Emerging suburban",47363,19941,9892,20020,18697,2928,5444,76.12,44.49,0.8055655258,0.1476680109,0.0025125098,0.0096699956,0.0183541447,0.0080738178,0.4841754112,884117.465226899,41421.5347731014,"HIGH"
"1284",1995,803961,44128,3864,"NORTH RANDALL","OH","Midwest","East North Central",2,4,4,7,1,4,49000,11.5125,367,418,222,339,335,184,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,820.9,735.77,10829,330,0.0721153846,"Suburban",223486,94051,68790,75466,67510,14524,23507,98.4,83.34,0.4393877021,0.5144304341,0.0017674485,0.0191779351,0.0188408417,0.0105581015,0.129193775,803961.000000018,-1.83936208486557e-08,"LOW"
"1285",1998,698572,45044,4500,"MIDDLETOWN","OH","Midwest","East North Central",3,7,8,8,3,4,43000,10.625,91,411,100,113,387,127,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1283.98,691.24,15081,436,0.0494218998,"Emerging suburban",67515,25328,14908,28875,27439,3636,7196,56.65,44.5,0.8663408132,0.0932977857,0.0018662519,0.0077612382,0.0221099179,0.0114497789,0.363519218,785784.735407099,-87212.7354070995,"LOW"
"1286",2000,384885,44203,3250,"NORTON","OH","Midwest","East North Central",2,2,2,8,3,3,39000,11.363333333,108,152,66,114,157,69,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,195.68,1077,10041,250,0.034940601,"Emerging suburban",84100,34646,18444,35314,33630,5224,9149,65.66,40.18,0.9070511296,0.0602853746,0.0029369798,0.0082401902,0.0194827686,0.009842406,0.2827348395,384885.000000024,-2.39233486354351e-08,"LOW"
"1287",2001,771878,44077,6240,"PAINESVILLE","OH","Midwest","East North Central",1,4,8,14,3,4,43000,11.805,190,175,138,147,165,88,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,284.12,703.4,10226,374,0.0558792769,"Emerging suburban",82719,32684,17768,35628,33938,4864,8643,68.05,45.68,0.8888284433,0.0408370507,0.0012330903,0.0109043871,0.0224574715,0.011932444,0.3607031033,771878.000000004,-4.42378222942352e-09,"LOW"
"1288",2003,969899,44870,7504,"SANDUSKY","OH","Midwest","East North Central",2,8,9,7,2,4,48000,11.95,108,275,68,161,462,101,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,358.85,2359.72,10319,484,0.078840202,"Emerging suburban",38084,15971,8137,15898,14615,2429,4418,35.21,47.92,0.770165949,0.1656076042,0.0032822183,0.0087700872,0.0174691629,0.0080145263,0.6095210587,938377.076904321,31521.9230956788,"HIGH"
"1289",2004,756274,45505,4200,"SPRINGFIELD","OH","Midwest","East North Central",1,5,3,9,1,4,0,11.6675,173,392,100,219,457,158,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,653.47,909.71,10169,438,0.0849825378,"Emerging suburban",63578,25325,17381,21430,18434,3377,8081,49.1,48.85,0.7690710623,0.1669917267,0.0034603165,0.0062914845,0.0230207305,0.015715696,0.3125924062,645814.529539448,110459.470460552,"HIGH"
"1290",2006,787815,44224,4500,"STOW","OH","Midwest","East North Central",1,0,2,5,2,4,60000,11.9675,55,120,41,82,213,57,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,490.44,432.32,14383,629,0.0450250537,"Suburban",123712,51256,38329,46988,44217,6403,12457,64.99,46.79,0.9037280135,0.047626746,0.0016085748,0.0240558717,0.014261745,0.0048384579,0.2275931195,787815.000000011,-1.08266249299049e-08,"LOW"
"1291",2007,855558,44278,5320,"TALLMADGE","OH","Midwest","East North Central",2,1,3,4,1,4,47000,11.4375,264,501,134,322,677,226,"No","Greater than 10","No",0,0,0,0,0,0,0,0,701.35,469.78,12158,593,0.0699045149,"Suburban",144332,60699,46747,47101,41920,7681,17126,48.35,51.06,0.7421154006,0.1972812682,0.002577391,0.022178034,0.0178586138,0.0102308111,0.1498974586,855558.000000012,-1.16415321826935e-08,"LOW"
"1292",2008,699022,43605,6300,"TOLEDO","OH","Midwest","East North Central",2,3,5,11,2,4,41000,12.05,342,591,212,397,647,225,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,399.8,496.74,7995,406,0.0728381773,"Suburban",151617,60123,47495,43090,36575,7159,19831,62.18,61.01,0.5926973888,0.3146810714,0.0047685946,0.0051511374,0.0263792559,0.0172313424,0.1146705185,613307.555160992,85714.4448390076,"HIGH"
"1293",2009,707723,43613,3600,"TOLEDO","OH","Midwest","East North Central",0,5,5,7,6,4,42000,10.9,131,225,76,121,288,71,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,861.67,620.29,10897,459,0.0494398966,"Suburban",212693,88419,69606,67389,59803,10073,24922,65.3,59.6,0.6561663995,0.2711325714,0.0033616527,0.0161265298,0.0204480937,0.0111740689,0.1113576846,654160.890180248,53562.1098197523,"HIGH"
"1294",2010,916108,43613,4500,"TOLEDO","OH","Midwest","East North Central",1,4,7,11,1,5,44000,11.602,198,316,155,189,399,100,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,261.68,997.18,13891,685,0.0759760426,"Suburban",175905,72854,57411,54595,48662,8481,20885,60.59,58.4,0.6654216765,0.2678150138,0.0034962053,0.0110741593,0.0203557801,0.0111044006,0.1267957136,985961.009748773,-69853.0097487726,"LOW"
"1295",2013,619931,44485,4500,"WARREN","OH","Midwest","East North Central",2,1,3,5,2,4,41000,12.165,249,365,128,214,542,158,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2141.92,1206.67,9439,443,0.0748690215,"Emerging suburban",60586,24916,16148,22004,19529,3884,7065,83.21,46.59,0.7618921863,0.1995510514,0.0022777539,0.0034991582,0.0202681008,0.0128832878,0.3392037765,679009.611836262,-59078.6118362617,"LOW"
"1296",2014,817770,44691,7650,"WOOSTER","OH","Midwest","East North Central",4,1,6,8,2,4,44000,11.1775,63,95,34,59,80,30,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,862.15,527.01,12655,446,0.0757730207,"Emerging suburban",39011,15921,9916,15731,14721,2556,4082,92.13,38.31,0.9317115685,0.0262490067,0.002255774,0.0147907001,0.0175240249,0.0083537466,0.6637615032,817770.000000008,-7.56699591875076e-09,"LOW"
"1297",2016,764343,44507,6000,"YOUNGSTOWN","OH","Midwest","East North Central",1,2,3,9,1,4,42000,10.665,328,499,124,406,636,182,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,428.1,352.56,10274,645,0.1762776715,"Suburban",129419,56050,37624,43493,39628,11916,13329,63.87,53.18,0.6945193519,0.2468802881,0.0025653111,0.007131874,0.0181266726,0.0099732382,0.1682210495,797559.678358616,-33216.6783586162,"LOW"
"1298",2017,913332,44505,5040,"YOUNGSTOWN","OH","Midwest","East North Central",2,4,4,8,1,5,49000,12.204,264,339,122,302,511,156,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,612.67,370.82,14124,555,0.0575547029,"Emerging suburban",70444,28700,21120,25327,22529,5099,7146,65.46,50,0.752086764,0.1982567713,0.0025410255,0.0069274885,0.0179094077,0.0083275261,0.3064278008,920953.464202259,-7621.46420225943,"LOW"
"1299",2019,762217,74820,11000,"ADA","OK","South","West South Central",2,1,4,8,2,4,45000,10.9075,63,144,44,66,173,48,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,207.45,393.06,7583,265,0.0597519729,"Emerging suburban",24745,9809,6658,8942,8171,1462,2750,133.29,36.58,0.6834107901,0.0347544959,0.1794301879,0.0094564558,0.0206952798,0.0130492405,0.8666397252,762216.999999985,1.52504071593285e-08,"HIGH"
"1300",2020,781670,73521,6200,"ALTUS","OK","South","West South Central",5,6,4,15,4,4,44000,10,95,433,73,102,373,79,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1202.59,2271.29,9704,369,0.1014293568,"Emerging suburban",20886,8063,4487,8847,7960,939,2013,91.96,47.21,0.6893134157,0.0936991286,0.0173800632,0.0145073255,0.0241845467,0.0132704949,0.9795556832,781670.000000004,-3.84170562028885e-09,"LOW"
"1301",2022,852249,73018,4900,"CHICKASHA","OK","South","West South Central",1,3,4,12,4,4,44000,11.7475,117,295,86,121,321,69,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,333.5,535.62,9456,343,0.1898173769,"Emerging suburban",19054,7455,3703,7919,7105,1511,2219,102.73,33.06,0.810590952,0.0628214548,0.0483363073,0.0048808649,0.02481556,0.0111334675,1.0321717225,852249.000000005,-4.88944351673126e-09,"LOW"
"1302",2023,972311,74017,5160,"CLAREMORE","OK","South","West South Central",0,1,5,6,1,4,45000,11.3975,32,99,27,46,101,32,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1817.33,610.77,11048,458,0.0669786487,"Emerging suburban",36225,13533,6394,16528,15484,2153,3708,128.8,35.81,0.7379710145,0.0131400966,0.1428295376,0.0060455487,0.0249020912,0.0133008202,0.6921187026,972310.999999989,1.05937942862511e-08,"HIGH"
"1303",2024,1032015,73601,5000,"CLINTON","OK","South","West South Central",8,5,9,21,2,4,49000,10.8175,51,39,42,38,35,28,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1001.56,1454.54,10824,326,0.1685625646,"Emerging suburban",11028,4018,2128,4476,4042,765,1131,213.62,43.96,0.6824446863,0.0452484585,0.0745375408,0.0072542619,0.0323544052,0.0223992036,1.7140007254,863240.368710969,168774.631289031,"HIGH"
"1304",2025,585649,73036,4000,"EL RENO","OK","South","West South Central",3,0,3,8,3,3,39000,12.75,66,102,49,64,97,52,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,1058.54,787.2,6246,251,0.0833056754,"Emerging suburban",18153,6199,4062,7148,5860,930,2264,101.97,38.02,0.7313942599,0.0689693164,0.1025174902,0.005453644,0.0358122278,0.0288756251,1.1489560954,585648.999999995,5.12227416038513e-09,"HIGH"
"1305",2026,1281123,73703,7200,"ENID","OK","South","West South Central",0,2,5,5,1,8,50000,12.07125,77,484,76,101,578,113,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,1,0,1051.74,840.2,14272,430,0.0637131427,"Emerging suburban",51085,20214,10557,20074,18546,3317,6140,121.06,35.43,0.8153078203,0.0357247724,0.0233532348,0.0108250954,0.0240922133,0.0151874938,0.4318097289,1281123.00000002,-2.25845724344254e-08,"LOW"
"1306",2027,518511,73044,4685,"GUTHRIE","OK","South","West South Central",8,2,5,9,3,3,42471,10.993333333,50,228,48,67,285,52,"Yes","Greater than 10","Yes",1,0,0,0,1,0,0,0,680.42,726.69,7726,323,0.0642274806,"Emerging suburban",14401,5473,3718,5391,4973,725,1632,102.03,36.01,0.7913339351,0.1063815013,0.0314561489,0.0043052566,0.0213776722,0.0146172118,1.5099645858,518511.000000019,-1.880107447505e-08,"LOW"
"1307",2028,621076,73942,3900,"GUYMON","OK","South","West South Central",4,8,3,21,2,3,0,10.843333333,51,105,43,50,97,50,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,926.17,484.8,10470,279,0.0385359116,"Emerging suburban",12755,4279,2561,5524,4663,565,803,159.67,57.32,0.7284202274,0.0162289298,0.014504116,0.0262642101,0.0432344006,0.0366908156,1.5594668757,621076.000000001,-1.04773789644241e-09,"LOW"
"1308",2029,943529,73505,4500,"LAWTON","OK","South","West South Central",10,5,11,21,4,6,47000,10.736666667,149,372,192,115,310,110,"No","Between 1 and 10","Yes",0,0,0,0,0,0,1,0,611.89,785.08,13257,416,0.2397694524,"Emerging suburban",95268,34467,24584,35066,28905,4362,10035,161.84,53.71,0.6029306798,0.2098396104,0.0473506319,0.026777092,0.0241680448,0.0137232715,0.2179955494,943529.000000029,-2.8638169169426e-08,"LOW"
"1309",2030,899770,73110,6480,"MIDWEST CITY","OK","South","West South Central",2,2,4,8,2,4,46000,11.635,74,269,71,106,342,119,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1047.16,908.65,11670,370,0.0564971751,"Suburban",101042,40579,25303,34647,29952,5933,13000,62.69,49.39,0.5669127689,0.2761920785,0.0369054453,0.0193088023,0.0231893344,0.015377412,0.1919993666,899770.000000013,-1.31549313664436e-08,"LOW"
